HID,Area,LC4402_C_TYPACCOM,QS420_CELL,LC4402_C_TENHUK11,LC4408_C_AHTHUK11,CommunalSize,LC4404_C_SIZHUK11,LC4404_C_ROOMS,LC4405EW_C_BEDROOMS,LC4408EW_C_PPBROOMHEW11,LC4402_C_CENHEATHUK11,LC4605_C_NSSEC,LC4202_C_ETHHUK11,LC4202_C_CARSNO
4018,E00000032,5,-2,5,1,-2,1,4,1,-1,2,6,6,2
82,E00000001,5,-2,5,4,-2,2,6,1,-1,2,2,2,1
1451,E00000018,5,-2,2,1,-2,1,3,1,-1,2,4,2,1
1846,E00000021,5,-2,2,1,-2,1,3,2,-1,2,1,2,1
4610,E00166756,5,-2,3,2,-2,2,4,1,-1,2,1,2,1
2104,E00000022,5,-2,5,1,-2,1,4,2,-1,2,3,2,1
2623,E00000025,5,-2,6,1,-2,1,4,1,-1,2,1,2,1
550,E00000007,5,-2,6,1,-2,1,4,2,-1,2,1,8,1
2421,E00000024,-2,-2,-1,-1,-2,0,6,4,-1,2,-1,-1,1
1667,E00000019,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
783,E00000012,5,-2,6,2,-2,2,2,1,-1,2,1,2,1
5416,E00166759,5,-2,3,1,-2,1,1,1,-1,2,3,2,1
2873,E00000026,5,-2,3,1,-2,1,4,2,-1,2,1,2,1
5433,E00166759,5,-2,3,1,-2,1,3,1,-1,2,2,5,1
2127,E00000022,5,-2,5,3,-2,3,4,2,-1,2,8,2,2
4022,E00000032,5,-2,5,1,-2,1,4,2,-1,2,2,6,2
85,E00000001,5,-2,6,2,-2,2,3,1,-1,2,4,4,2
1909,E00000021,5,-2,3,2,-2,2,3,2,-1,2,1,3,2
5165,E00166758,5,-2,2,1,-2,1,3,2,-1,2,5,2,2
4646,E00166756,5,-2,6,1,-2,1,1,1,-1,2,1,4,2
3137,E00000027,4,-2,3,2,-2,2,6,4,-1,2,1,2,1
1265,E00000017,5,-2,2,1,-2,1,1,1,-1,2,3,2,2
180,E00000003,5,-2,3,1,-2,1,4,3,-1,2,2,2,2
3791,E00000030,5,-2,5,1,-2,1,3,2,-1,2,4,6,1
1447,E00000018,5,-2,2,1,-2,1,3,1,-1,2,1,2,1
2961,E00000026,5,-2,6,1,-2,1,4,1,-1,2,1,2,1
985,E00000014,5,-2,5,1,-2,1,2,1,-1,2,2,2,1
4391,E00166755,5,-2,6,1,-2,1,3,1,-1,2,1,6,1
2636,E00000025,5,-2,6,1,-2,1,4,2,-1,2,1,2,1
3237,E00000027,5,-2,6,1,-2,1,3,2,-1,2,2,4,1
3739,E00000030,5,-2,2,4,-2,2,1,1,-1,2,3,2,1
3679,E00000029,5,-2,6,2,-2,4,5,3,-1,1,1,2,2
1316,E00000017,5,-2,2,2,-2,4,6,4,-1,2,2,2,3
679,E00000012,5,-2,2,1,-2,1,4,1,-1,2,2,2,1
5283,E00166758,5,-2,6,1,-2,1,1,1,-1,2,1,4,1
1889,E00000021,5,-2,3,1,-2,1,2,1,-1,2,1,6,1
1967,E00000021,5,-2,6,2,-2,2,3,1,-1,2,3,4,1
4766,E00166757,5,-2,2,1,-2,1,3,2,-1,2,2,6,1
2877,E00000026,5,-2,3,1,-2,1,4,2,-1,2,9,4,1
3197,E00000027,5,-2,6,1,-2,1,2,1,-1,2,3,6,1
3115,E00000027,5,-2,3,2,-2,2,2,1,-1,2,2,2,1
320,E00000005,5,-2,2,3,-2,4,5,3,-1,2,2,2,1
4959,E00166757,5,-2,6,1,-2,1,4,2,-1,2,1,4,1
4290,E00000035,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1
83,E00000001,5,-2,5,4,-2,2,6,3,-1,2,1,6,2
194,E00000003,5,-2,3,2,-2,2,6,4,-1,2,1,2,2
5106,E00166757,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
1748,E00000020,5,-2,3,1,-2,1,4,2,-1,2,1,2,1
4549,E00166756,5,-2,2,1,-2,1,1,1,-1,2,1,2,1
878,E00000013,5,-2,6,1,-2,1,2,1,-1,2,2,2,1
2327,E00000024,5,-2,6,1,-2,1,3,2,-1,2,7,2,1
845,E00000013,5,-2,3,1,-2,1,2,1,-1,2,4,4,2
3112,E00000027,5,-2,3,1,-2,1,2,1,-1,2,1,6,1
5220,E00166758,5,-2,2,4,-2,2,5,3,-1,2,2,2,2
218,E00000003,5,-2,6,2,-2,2,6,3,-1,2,1,2,3
3880,E00000031,5,-2,3,3,-2,3,4,2,-1,2,2,2,1
4019,E00000032,5,-2,5,1,-2,1,4,1,-1,2,6,7,1
3067,E00000027,5,-2,2,1,-2,1,2,1,-1,2,2,2,1
1773,E00000020,5,-2,6,1,-2,1,2,1,-1,2,1,2,1
5289,E00166758,5,-2,6,1,-2,1,3,1,-1,1,9,2,1
4863,E00166757,5,-2,6,1,-2,1,2,1,-1,2,1,6,1
4956,E00166757,5,-2,6,1,-2,1,4,1,-1,2,2,5,1
4038,E00000032,5,-2,5,2,-2,3,4,3,-1,2,3,2,1
4121,E00000035,5,-2,3,2,-2,2,3,2,-1,2,1,2,2
272,E00000005,5,-2,2,1,-2,1,3,1,-1,2,1,4,3
3549,E00000028,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
322,E00000005,5,-2,2,2,-2,2,6,3,-1,2,2,2,2
3847,E00000030,5,-2,6,1,-2,1,4,1,-1,2,5,2,2
5137,E00166758,5,-2,2,1,-2,1,3,1,-1,2,1,2,1
526,E00000007,5,-2,6,1,-2,1,3,1,-1,2,2,2,2
853,E00000013,5,-2,3,1,-2,1,4,2,-1,2,2,2,1
1356,E00000017,5,-2,3,2,-2,3,6,4,-1,2,1,2,2
4405,E00166755,5,-2,6,5,-2,2,3,1,-1,2,6,4,1
2531,E00000025,5,-2,3,1,-2,1,3,2,-1,2,3,2,1
4389,E00166755,5,-2,6,1,-2,1,3,1,-1,2,2,4,1
2633,E00000025,3,-2,6,1,-2,1,4,2,-1,2,1,2,2
3824,E00000030,5,-2,5,2,-2,3,5,3,-1,2,2,7,1
4044,E00000032,5,-2,5,2,-2,4,4,3,-1,2,6,6,2
1669,E00000019,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1
3296,E00000027,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1
1147,E00000016,5,-2,3,2,-2,2,2,1,-1,2,1,2,2
3966,E00000032,5,-2,5,1,-2,1,2,1,-1,2,3,3,1
1920,E00000021,5,-2,3,2,-2,2,4,2,-1,2,2,2,1
337,E00000005,5,-2,3,1,-2,1,3,1,-1,2,4,2,2
5145,E00166758,5,-2,2,1,-2,1,3,1,-1,2,3,2,1
3289,E00000027,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
3600,E00000029,5,-2,5,1,-2,1,3,1,-1,2,7,3,1
5213,E00166758,5,-2,2,2,-2,2,5,1,-1,2,2,2,1
5080,E00166757,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
1454,E00000018,5,-2,2,1,-2,1,3,1,-1,2,1,2,2
2474,E00000024,-2,-2,-1,-1,-2,0,4,3,-1,2,-1,-1,1
5098,E00166757,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
4572,E00166756,5,-2,2,1,-2,1,2,1,-1,2,3,2,1
3645,E00000029,5,-2,6,4,-2,2,2,1,-1,2,2,4,1
4031,E00000032,5,-2,5,2,-2,3,4,2,-1,2,7,2,1
5385,E00166759,5,-2,2,1,-2,1,2,1,-1,2,1,2,1
4340,E00166755,5,-2,3,1,-2,1,3,1,-1,2,1,6,2
4304,E00000035,-2,-2,-1,-1,-2,0,2,2,-1,2,-1,-1,1
3463,E00000028,5,-2,6,1,-2,1,3,1,-1,1,1,8,1
4370,E00166755,5,-2,6,1,-2,1,2,1,-1,2,1,6,2
3275,E00000027,5,-2,6,2,-2,3,5,3,-1,2,9,6,1
230,E00000003,-2,-2,-1,-1,-2,0,6,4,-1,2,-1,-1,1
1603,E00000019,5,-2,2,2,-2,2,6,4,-1,2,1,2,2
4035,E00000032,5,-2,5,4,-2,3,4,2,-1,2,3,4,1
5034,E00166757,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
3444,E00000028,5,-2,6,1,-2,1,2,1,-1,2,4,4,1
3144,E00000027,5,-2,5,2,-2,2,4,1,-1,2,1,7,1
4637,E00166756,5,-2,6,1,-2,1,1,1,-1,2,2,4,1
2521,E00000025,5,-2,2,2,-2,2,5,2,-1,2,1,4,1
759,E00000012,5,-2,5,4,-2,2,3,1,-1,2,3,4,1
145,E00000003,5,-2,2,1,-2,1,6,3,-1,2,4,2,2
2669,E00000025,5,-2,6,2,-2,2,4,2,-1,2,1,2,3
267,E00000005,5,-2,2,1,-2,1,3,1,-1,2,1,2,3
1409,E00000017,-2,-2,-1,-1,-2,0,5,3,-1,2,-1,-1,1
432,E00000005,5,-2,6,3,-2,2,3,2,-1,2,1,4,1
108,E00000001,-2,-2,-1,-1,-2,0,5,2,-1,2,-1,-1,1
4914,E00166757,5,-2,6,1,-2,1,3,2,-1,2,1,2,1
4604,E00166756,5,-2,3,1,-2,1,3,1,-1,2,2,2,1
2367,E00000024,5,-2,6,2,-2,2,4,4,-1,2,1,4,1
362,E00000005,5,-2,3,2,-2,3,4,2,-1,2,6,3,2
3072,E00000027,5,-2,2,1,-2,1,2,1,-1,2,8,2,3
1159,E00000016,5,-2,3,2,-2,2,3,2,-1,2,1,2,1
4450,E00166755,5,-2,6,1,-2,1,5,3,-1,2,1,4,2
1637,E00000019,5,-2,6,1,-2,1,3,1,-1,2,1,2,1
4434,E00166755,5,-2,6,3,-2,2,4,2,-1,2,1,2,1
494,E00000007,5,-2,2,5,-2,2,4,2,-1,2,2,6,1
4159,E00000035,5,-2,6,1,-2,1,2,1,-1,2,2,4,1
4338,E00166755,5,-2,3,1,-2,1,3,1,-1,2,2,2,1
2923,E00000026,5,-2,6,3,-2,2,2,1,-1,2,5,4,1
925,E00000014,5,-2,2,1,-2,1,1,1,-1,2,1,2,1
2555,E00000025,5,-2,5,1,-2,1,4,2,-1,2,1,2,2
4678,E00166756,5,-2,6,1,-2,1,3,2,-1,1,1,2,2
1425,E00000017,-2,-2,-1,-1,-2,0,6,3,-1,2,-1,-1,1
2457,E00000024,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
3389,E00000027,-2,-2,-1,-1,-2,0,5,2,-1,2,-1,-1,1
4590,E00166756,5,-2,3,1,-2,1,1,1,-1,2,1,2,2
3127,E00000027,5,-2,3,1,-2,1,3,2,-1,2,1,6,1
1642,E00000019,5,-2,6,3,-2,2,3,2,-1,2,3,2,2
2757,E00000025,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
3078,E00000027,5,-2,2,1,-2,1,3,2,-1,2,2,2,2
491,E00000007,5,-2,2,2,-2,2,4,2,-1,2,1,2,1
3388,E00000027,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
1196,E00000016,5,-2,6,1,-2,1,2,1,-1,2,2,2,1
5419,E00166759,5,-2,3,1,-2,1,1,1,-1,2,2,2,2
1611,E00000019,5,-2,3,1,-2,1,3,1,-1,2,1,2,2
1804,E00000020,5,-2,6,3,-2,3,4,3,-1,2,2,2,1
3730,E00000029,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
1855,E00000021,5,-2,2,2,-2,3,3,2,-1,2,1,2,1
2203,E00000023,5,-2,5,1,-2,1,4,3,-1,2,7,3,1
5504,E00166759,5,-2,6,1,-2,1,3,2,-1,2,5,4,1
2949,E00000026,5,-2,6,5,-2,2,3,1,-1,2,1,4,1
4156,E00000035,5,-2,6,1,-2,1,2,1,-1,2,1,4,1
3564,E00000029,5,-2,2,2,-2,2,5,3,-1,2,1,2,1
443,E00000005,5,-2,6,3,-2,2,4,1,-1,2,2,2,1
1708,E00000020,5,-2,2,2,-2,2,3,2,-1,2,1,2,3
3813,E00000030,5,-2,5,2,-2,4,4,2,-1,2,7,2,1
1319,E00000017,5,-2,3,1,-2,1,2,1,-1,2,2,2,2
390,E00000005,5,-2,6,3,-2,2,1,1,-1,2,2,2,1
3767,E00000030,5,-2,5,1,-2,1,2,1,-1,2,3,2,1
521,E00000007,5,-2,6,1,-2,1,2,1,-1,2,1,6,1
2176,E00000023,5,-2,3,3,-2,2,4,2,-1,2,1,2,1
972,E00000014,5,-2,5,1,-2,1,1,1,-1,2,8,2,1
2447,E00000024,-2,-2,-1,-1,-2,0,6,4,-1,2,-1,-1,1
4631,E00166756,5,-2,6,1,-2,1,1,1,-1,2,1,4,1
859,E00000013,5,-2,3,3,-2,2,4,2,-1,2,2,2,2
2803,E00000025,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
5530,E00166759,5,-2,6,4,-2,3,4,2,-1,2,1,2,1
304,E00000005,5,-2,2,2,-2,2,4,2,-1,2,1,2,1
2061,E00000022,5,-2,2,4,-2,3,4,3,-1,2,2,2,3
2783,E00000025,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1
4749,E00166757,5,-2,2,1,-2,1,3,1,-1,2,1,2,1
1339,E00000017,5,-2,3,5,-2,4,5,3,-1,2,1,6,2
3868,E00000031,5,-2,2,1,-2,1,3,2,-1,2,6,2,1
4840,E00166757,5,-2,6,1,-2,1,2,1,-1,2,1,2,1
4838,E00166757,5,-2,6,1,-2,1,2,1,-1,2,1,2,1
3742,E00000030,5,-2,2,4,-2,2,4,2,-1,2,1,2,3
2382,E00000024,5,-2,6,2,-2,2,6,1,-1,2,1,6,1
4307,E00000035,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1
891,E00000013,5,-2,6,3,-2,2,3,1,-1,2,6,2,1
1627,E00000019,5,-2,3,1,-2,1,6,4,-1,2,2,2,2
2701,E00000025,5,-2,6,3,-2,2,6,4,-1,2,2,2,1
1391,E00000017,5,-2,6,2,-2,2,4,2,-1,2,1,2,1
3002,E00000026,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
461,E00000005,-2,-2,-1,-1,-2,0,3,2,-1,1,-1,-1,1
3099,E00000027,5,-2,3,1,-2,1,1,1,-1,2,3,3,2
5570,E00166759,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
773,E00000012,5,-2,5,3,-2,3,4,1,-1,2,7,6,1
358,E00000005,5,-2,3,5,-2,2,4,2,-1,2,1,6,1
2459,E00000024,-2,-2,-1,-1,-2,0,4,3,-1,2,-1,-1,1
383,E00000005,5,-2,5,2,-2,4,6,2,-1,2,3,2,1
3620,E00000029,5,-2,5,2,-2,4,6,3,-1,2,6,2,2
5166,E00166758,5,-2,2,1,-2,1,3,2,-1,2,1,4,1
698,E00000012,5,-2,3,3,-2,3,3,1,-1,2,1,2,1
4591,E00166756,5,-2,3,1,-2,1,1,1,-1,2,2,2,2
5394,E00166759,5,-2,2,1,-2,1,3,1,-1,2,1,2,1
448,E00000005,5,-2,6,2,-2,3,4,2,-1,1,1,2,1
2804,E00000025,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
2860,E00000026,5,-2,3,1,-2,1,3,1,-1,1,1,2,3
4223,E00000035,5,-2,6,5,-2,2,4,2,-1,2,2,2,1
4213,E00000035,5,-2,6,1,-2,1,4,3,-1,2,3,4,1
4500,E00166755,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
2123,E00000022,5,-2,5,5,-2,2,4,2,-1,2,5,7,1
1684,E00000020,5,-2,2,1,-2,1,2,1,-1,2,1,2,2
4593,E00166756,5,-2,3,1,-2,1,1,1,-1,2,2,4,1
2426,E00000024,-2,-2,-1,-1,-2,0,6,4,-1,2,-1,-1,1
832,E00000013,5,-2,2,5,-2,2,3,2,-1,2,1,2,1
3806,E00000030,5,-2,5,4,-2,2,4,2,-1,2,5,2,2
4719,E00166756,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
2647,E00000025,5,-2,6,1,-2,1,4,2,-1,2,2,2,2
2641,E00000025,5,-2,6,1,-2,1,4,2,-1,2,3,2,1
3051,E00000026,-2,-2,-1,-1,-2,0,5,1,-1,2,-1,-1,1
473,E00000005,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
3023,E00000026,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1
800,E00000012,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
382,E00000005,5,-2,5,4,-2,2,5,3,-1,2,7,2,2
655,E00000010,5,-2,6,3,-2,2,2,1,-1,2,6,4,2
3087,E00000027,5,-2,2,2,-2,2,5,2,-1,2,1,4,1
1170,E00000016,5,-2,3,3,-2,2,4,1,-1,2,2,2,1
1924,E00000021,5,-2,3,2,-2,4,4,2,-1,2,2,2,1
3736,E00000029,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
2038,E00000021,-2,-2,-1,-1,-2,0,6,4,-1,2,-1,-1,1
848,E00000013,5,-2,3,1,-2,1,3,1,-1,2,2,2,2
258,E00000005,5,-2,2,1,-2,1,3,1,-1,2,2,2,1
3229,E00000027,5,-2,6,1,-2,1,3,1,-1,2,1,2,2
223,E00000003,5,-2,6,5,-2,3,6,4,-1,2,4,3,1
1721,E00000020,5,-2,2,2,-2,2,4,2,-1,2,2,2,1
2331,E00000024,5,-2,6,1,-2,1,3,2,-1,2,1,6,1
5014,E00166757,-2,-2,-1,-1,-2,0,4,1,-1,1,-1,-1,1
3449,E00000028,5,-2,6,3,-2,2,2,1,-1,1,1,2,1
134,E00000003,5,-2,2,4,-2,2,5,3,-1,2,3,2,3
4165,E00000035,5,-2,6,1,-2,1,2,1,-1,2,9,4,1
1,E00000001,5,-2,2,1,-2,1,3,2,-1,2,1,2,2
2456,E00000024,-2,-2,-1,-1,-2,0,4,4,-1,2,-1,-1,1
3479,E00000028,5,-2,6,1,-2,1,3,2,-1,2,9,4,1
5233,E00166758,5,-2,3,1,-2,1,2,1,-1,2,1,2,2
1902,E00000021,5,-2,3,1,-2,1,3,1,-1,2,4,6,2
4556,E00166756,5,-2,2,1,-2,1,1,1,-1,2,2,2,1
3671,E00000029,5,-2,6,5,-2,2,4,2,-1,2,7,6,1
3867,E00000030,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
2115,E00000022,5,-2,5,2,-2,2,4,2,-1,2,5,6,2
725,E00000012,5,-2,5,1,-2,1,3,1,-1,2,3,2,1
5337,E00166758,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
2442,E00000024,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1
4356,E00166755,5,-2,6,1,-2,1,2,1,-1,1,2,6,1
3139,E00000027,5,-2,5,1,-2,1,1,1,-1,2,3,2,2
2544,E00000025,5,-2,3,1,-2,1,4,2,-1,2,1,2,2
2754,E00000025,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
2292,E00000024,5,-2,6,5,-2,3,1,1,-1,2,1,2,2
524,E00000007,5,-2,6,1,-2,1,3,1,-1,2,1,2,2
4584,E00166756,5,-2,2,1,-2,1,4,2,-1,2,2,2,2
1537,E00000018,5,-2,6,1,-2,1,3,1,-1,2,1,2,1
4493,E00166755,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
1704,E00000020,5,-2,2,2,-2,2,3,2,-1,2,1,2,1
890,E00000013,5,-2,6,3,-2,2,3,1,-1,1,4,4,1
2889,E00000026,2,-2,5,3,-2,2,3,2,-1,2,2,2,1
1398,E00000017,5,-2,6,2,-2,3,6,4,-1,2,9,2,2
2201,E00000023,5,-2,5,1,-2,1,4,2,-1,2,3,4,1
3141,E00000027,4,-2,5,1,-2,1,2,1,-1,1,3,7,1
2357,E00000024,5,-2,6,1,-2,1,4,2,-1,2,1,4,1
3235,E00000027,5,-2,6,1,-2,1,3,2,-1,2,1,2,2
4752,E00166757,5,-2,2,1,-2,1,3,1,-1,2,3,2,1
976,E00000014,5,-2,5,1,-2,1,1,1,-1,2,2,7,1
1825,E00000020,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
3710,E00000029,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
1182,E00000016,5,-2,5,1,-2,1,2,1,-1,2,2,2,1
944,E00000014,5,-2,2,1,-2,1,3,1,-1,2,3,7,1
4550,E00166756,5,-2,2,1,-2,1,1,1,-1,2,1,2,1
3872,E00000031,5,-2,2,1,-2,1,4,1,-1,2,5,2,2
3725,E00000029,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
786,E00000012,5,-2,6,1,-2,1,3,1,-1,2,2,2,1
620,E00000010,5,-2,5,1,-2,1,2,1,-1,2,2,2,2
690,E00000012,5,-2,3,1,-2,1,3,1,-1,2,6,2,2
4402,E00166755,5,-2,6,4,-2,2,3,1,-1,2,4,6,1
1835,E00000021,5,-2,2,1,-2,1,3,1,-1,2,1,2,1
1903,E00000021,5,-2,3,1,-2,1,3,2,-1,2,4,2,2
721,E00000012,5,-2,5,1,-2,1,3,1,-1,2,2,2,1
5276,E00166758,5,-2,5,1,-2,1,3,1,-1,2,8,2,1
3766,E00000030,5,-2,5,1,-2,1,2,1,-1,2,3,2,1
2397,E00000024,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1
3719,E00000029,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
4291,E00000035,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
2188,E00000023,5,-2,5,2,-2,2,2,1,-1,2,4,2,1
129,E00000003,5,-2,2,1,-2,1,5,3,-1,2,1,6,1
2976,E00000026,5,-2,6,3,-2,2,4,2,-1,2,1,4,1
4817,E00166757,5,-2,3,2,-2,2,4,2,-1,1,2,3,1
652,E00000010,5,-2,6,1,-2,1,2,1,-1,2,1,2,1
4892,E00166757,5,-2,6,1,-2,1,3,1,-1,2,1,4,1
979,E00000014,5,-2,5,1,-2,1,2,1,-1,2,1,2,1
2120,E00000022,5,-2,5,4,-2,2,4,2,-1,2,3,2,2
5267,E00166758,5,-2,3,1,-2,1,4,1,-1,2,2,2,2
498,E00000007,5,-2,2,2,-2,2,6,2,-1,2,2,2,2
5163,E00166758,5,-2,2,1,-2,1,3,2,-1,2,2,2,2
5340,E00166758,-2,-2,-1,-1,-2,0,5,1,-1,2,-1,-1,1
1742,E00000020,5,-2,3,2,-2,2,3,2,-1,2,1,2,2
1353,E00000017,5,-2,3,2,-2,3,6,3,-1,2,1,2,2
856,E00000013,5,-2,3,2,-2,2,4,1,-1,2,1,2,1
4926,E00166757,5,-2,6,1,-2,1,3,2,-1,2,2,6,1
5493,E00166759,5,-2,6,1,-2,1,2,1,-1,2,1,6,1
5375,E00166759,5,-2,2,1,-2,1,1,1,-1,2,1,4,1
2470,E00000024,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
3224,E00000027,5,-2,6,5,-2,2,2,1,-1,2,3,4,1
1332,E00000017,5,-2,3,1,-2,1,5,3,-1,2,1,2,1
2037,E00000021,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
4087,E00000032,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
1851,E00000021,5,-2,2,2,-2,2,3,2,-1,2,1,2,1
5300,E00166758,5,-2,6,3,-2,2,3,1,-1,2,1,2,1
3151,E00000027,5,-2,6,1,-2,1,1,1,-1,2,2,2,1
5193,E00166758,5,-2,2,1,-2,1,4,2,-1,2,2,2,1
1034,E00000014,5,-2,6,1,-2,1,2,1,-1,2,2,2,1
3320,E00000027,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
1551,E00000018,5,-2,6,3,-2,2,4,1,-1,2,2,2,1
2901,E00000026,5,-2,6,1,-2,1,2,1,-1,2,2,2,2
1766,E00000020,5,-2,3,2,-2,4,6,3,-1,2,2,2,2
4479,E00166755,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
1723,E00000020,5,-2,2,2,-2,2,4,3,-1,2,2,2,2
5268,E00166758,5,-2,3,2,-2,2,4,1,-1,2,1,2,1
2196,E00000023,5,-2,5,2,-2,4,3,2,-1,2,8,2,1
1386,E00000017,5,-2,6,1,-2,1,4,1,-1,2,1,2,1
1964,E00000021,5,-2,6,1,-2,1,3,2,-1,2,3,4,2
5418,E00166759,5,-2,3,1,-2,1,1,1,-1,2,4,2,1
1124,E00000016,5,-2,2,4,-2,3,4,1,-1,2,1,2,1
4135,E00000035,5,-2,3,2,-2,2,5,1,-1,2,1,6,1
825,E00000013,5,-2,2,2,-2,2,2,1,-1,2,1,2,1
4819,E00166757,5,-2,3,4,-2,2,4,3,-1,1,2,4,2
4413,E00166755,5,-2,6,5,-2,2,3,2,-1,2,1,6,1
138,E00000003,5,-2,2,2,-2,4,5,3,-1,2,4,2,1
2165,E00000023,5,-2,2,4,-2,2,4,3,-1,2,3,2,2
806,E00000013,5,-2,2,1,-2,1,2,1,-1,2,1,2,1
1998,E00000021,5,-2,6,2,-2,2,4,2,-1,2,1,2,1
2659,E00000025,5,-2,6,3,-2,2,4,1,-1,2,2,2,2
4270,E00000035,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
4023,E00000032,5,-2,5,1,-2,1,4,3,-1,2,6,6,2
3940,E00000031,5,-2,6,5,-2,2,3,1,-1,2,2,4,1
3401,E00000028,5,-2,2,1,-2,1,4,2,-1,2,1,2,1
945,E00000014,5,-2,2,3,-2,2,3,1,-1,2,5,3,1
3032,E00000026,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
2076,E00000022,5,-2,3,2,-2,2,4,2,-1,2,1,2,3
1218,E00000016,5,-2,6,2,-2,2,2,1,-1,2,2,6,1
4037,E00000032,5,-2,5,2,-2,3,4,3,-1,2,2,2,1
4075,E00000032,5,-2,5,5,-2,4,5,4,-1,2,3,6,1
3172,E00000027,5,-2,6,1,-2,1,2,1,-1,2,2,2,1
5120,E00166757,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
24,E00000001,5,-2,2,2,-2,2,5,2,-1,2,1,6,2
1271,E00000017,5,-2,2,1,-2,1,4,3,-1,2,4,2,2
481,E00000007,5,-2,2,1,-2,1,2,1,-1,2,1,2,1
4929,E00166757,5,-2,6,1,-2,1,3,2,-1,2,1,8,1
2214,E00000023,5,-2,5,4,-2,3,4,2,-1,2,3,2,1
3900,E00000031,5,-2,5,1,-2,1,3,2,-1,2,7,2,2
5175,E00166758,5,-2,2,5,-2,2,3,1,-1,2,2,2,2
1622,E00000019,5,-2,3,1,-2,1,4,1,-1,2,1,3,2
2613,E00000025,5,-2,6,3,-2,2,3,2,-1,2,1,2,1
2084,E00000022,5,-2,3,2,-2,3,4,2,-1,2,6,6,2
1797,E00000020,5,-2,6,3,-2,2,4,2,-1,2,1,2,1
4768,E00166757,5,-2,2,2,-2,2,3,1,-1,2,3,2,1
2503,E00000025,5,-2,2,1,-2,1,3,2,-1,2,1,2,1
2835,E00000026,5,-2,2,1,-2,1,3,2,-1,2,1,6,1
5059,E00166757,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
3565,E00000029,5,-2,3,1,-2,1,2,1,-1,2,1,2,2
1133,E00000016,5,-2,2,2,-2,2,5,2,-1,2,4,2,1
4701,E00166756,5,-2,6,2,-2,2,4,2,-1,2,1,2,2
1556,E00000018,4,-2,6,1,-2,1,6,4,-1,2,1,2,1
1558,E00000018,5,-2,6,1,-2,1,6,4,-1,2,1,2,2
4633,E00166756,5,-2,6,1,-2,1,1,1,-1,2,1,4,1
3713,E00000029,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
2495,E00000025,5,-2,2,1,-2,1,2,1,-1,2,2,2,1
5349,E00166758,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
