HID,Area,LC4402_C_TYPACCOM,QS420_CELL,LC4402_C_TENHUK11,LC4408_C_AHTHUK11,CommunalSize,LC4404_C_SIZHUK11,LC4404_C_ROOMS,LC4405EW_C_BEDROOMS,LC4408EW_C_PPBROOMHEW11,LC4402_C_CENHEATHUK11,LC4605_C_NSSEC,LC4202_C_ETHHUK11,LC4202_C_CARSNO
508,E00000007,5,-2,3,4,-2,3,4,2,-1,2,1,2,1
1358,E00000017,5,-2,3,2,-2,4,6,3,-1,2,1,4,2
2994,E00000026,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
1632,E00000019,5,-2,5,5,-2,2,4,2,-1,2,2,2,1
663,E00000012,5,-2,2,1,-2,1,1,1,-1,2,1,2,1
1480,E00000018,4,-2,2,3,-2,2,5,1,-1,2,2,2,3
2746,E00000025,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
5024,E00166757,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
1838,E00000021,5,-2,2,1,-2,1,3,1,-1,2,4,2,1
3015,E00000026,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1
3483,E00000028,5,-2,6,3,-2,2,3,1,-1,2,9,5,1
941,E00000014,5,-2,2,1,-2,1,3,1,-1,2,3,2,1
2826,E00000026,5,-2,2,3,-2,2,2,1,-1,1,1,2,1
1301,E00000017,5,-2,2,2,-2,2,6,3,-1,2,6,2,2
2622,E00000025,3,-2,6,1,-2,1,4,1,-1,2,1,5,1
5174,E00166758,5,-2,2,2,-2,2,3,1,-1,2,8,6,2
5218,E00166758,5,-2,2,2,-2,2,5,3,-1,2,1,2,3
3925,E00000031,5,-2,5,5,-2,3,4,2,-1,2,9,2,2
708,E00000012,5,-2,5,1,-2,1,2,1,-1,2,3,2,1
2790,E00000025,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
3688,E00000029,-2,-2,-1,-1,-2,0,4,3,-1,2,-1,-1,1
4013,E00000032,5,-2,5,2,-2,4,3,2,-1,2,6,2,1
1021,E00000014,5,-2,5,5,-2,2,3,2,-1,2,3,2,1
5140,E00166758,5,-2,2,1,-2,1,3,1,-1,2,1,2,1
4800,E00166757,5,-2,3,1,-2,1,3,1,-1,1,1,5,3
4383,E00166755,5,-2,6,5,-2,2,2,1,-1,2,1,2,2
4105,E00000035,5,-2,2,2,-2,2,6,3,-1,2,1,2,1
3664,E00000029,5,-2,6,2,-2,3,3,2,-1,2,9,2,1
5128,E00166757,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1
1566,E00000018,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
4060,E00000032,5,-2,5,2,-2,4,5,3,-1,1,2,3,2
427,E00000005,5,-2,6,3,-2,2,3,1,-1,2,1,4,1
4258,E00000035,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
3227,E00000027,5,-2,6,1,-2,1,3,1,-1,1,1,4,1
3584,E00000029,5,-2,5,2,-2,2,2,1,-1,2,6,2,1
5444,E00166759,5,-2,3,4,-2,2,4,2,-1,2,1,2,1
4066,E00000032,5,-2,5,2,-2,4,5,3,-1,2,7,5,1
1547,E00000018,5,-2,6,3,-2,2,3,1,-1,2,1,4,1
415,E00000005,5,-2,6,1,-2,1,3,1,-1,2,1,7,1
3755,E00000030,5,-2,5,1,-2,1,1,1,-1,2,8,2,1
3364,E00000027,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1
248,E00000005,5,-2,2,1,-2,1,2,1,-1,2,1,2,3
2414,E00000024,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
3506,E00000028,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
3781,E00000030,5,-2,5,4,-2,3,2,1,-1,2,3,4,1
5103,E00166757,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
4995,E00166757,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
3646,E00000029,5,-2,6,5,-2,2,2,1,-1,1,4,8,1
593,E00000010,5,-2,3,1,-2,1,2,1,-1,2,1,5,1
3655,E00000029,5,-2,6,2,-2,2,3,1,-1,2,1,2,3
3897,E00000031,5,-2,5,1,-2,1,3,1,-1,2,3,6,2
4406,E00166755,5,-2,6,5,-2,2,3,1,-1,2,2,6,1
3346,E00000027,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
799,E00000012,5,-2,6,2,-2,3,4,3,-1,2,6,2,1
3105,E00000027,5,-2,3,1,-2,1,2,1,-1,2,3,2,1
2336,E00000024,5,-2,6,3,-2,2,3,1,-1,2,1,2,2
1443,E00000018,4,-2,2,1,-2,1,3,1,-1,2,4,2,1
3095,E00000027,5,-2,3,1,-2,1,1,1,-1,2,1,2,1
114,E00000001,-2,-2,-1,-1,-2,0,5,3,-1,2,-1,-1,1
3071,E00000027,5,-2,2,1,-2,1,2,1,-1,2,1,2,2
1597,E00000019,5,-2,2,1,-2,1,4,2,-1,2,6,2,2
4459,E00166755,5,-2,6,1,-2,1,6,3,-1,2,3,6,1
4538,E00166755,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
339,E00000005,5,-2,3,1,-2,1,3,1,-1,2,1,3,1
3918,E00000031,5,-2,5,2,-2,2,4,2,-1,2,3,2,1
4796,E00166757,5,-2,3,1,-2,1,2,1,-1,2,1,2,2
1259,E00000016,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
475,E00000005,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
1707,E00000020,5,-2,2,2,-2,2,3,2,-1,2,2,2,2
509,E00000007,5,-2,3,2,-2,4,4,2,-1,2,2,6,1
1864,E00000021,5,-2,2,1,-2,1,4,1,-1,2,2,4,1
1743,E00000020,5,-2,3,3,-2,2,3,2,-1,2,1,2,1
2607,E00000025,5,-2,6,2,-2,2,3,1,-1,2,1,2,3
1082,E00000016,5,-2,2,1,-2,1,3,1,-1,2,1,2,1
4423,E00166755,5,-2,6,1,-2,1,4,3,-1,2,2,2,2
280,E00000005,5,-2,2,2,-2,2,3,1,-1,2,4,8,2
1533,E00000018,5,-2,6,1,-2,1,2,1,-1,2,1,4,1
355,E00000005,5,-2,3,3,-2,2,4,1,-1,2,2,2,1
394,E00000005,5,-2,6,2,-2,2,2,1,-1,2,1,2,1
4384,E00166755,5,-2,6,1,-2,1,3,1,-1,1,1,2,1
5102,E00166757,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
2429,E00000024,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
42,E00000001,5,-2,2,1,-2,1,6,2,-1,2,2,2,2
492,E00000007,5,-2,2,2,-2,2,4,2,-1,2,1,6,2
4167,E00000035,5,-2,6,1,-2,1,2,1,-1,2,1,5,1
983,E00000014,5,-2,5,1,-2,1,2,1,-1,2,2,2,1
4669,E00166756,5,-2,6,1,-2,1,2,1,-1,2,4,4,2
3374,E00000027,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
2649,E00000025,5,-2,6,1,-2,1,4,2,-1,2,1,4,1
2953,E00000026,5,-2,6,5,-2,2,3,2,-1,2,1,2,1
1083,E00000016,5,-2,2,1,-2,1,3,1,-1,2,1,2,1
137,E00000003,5,-2,2,2,-2,3,5,3,-1,2,1,2,2
1528,E00000018,5,-2,5,1,-2,1,4,1,-1,2,2,4,2
4692,E00166756,5,-2,6,5,-2,2,3,2,-1,2,2,7,1
2987,E00000026,-2,31,-2,-1,12,-1,-1,-1,-1,2,8,-1,1
4952,E00166757,5,-2,6,1,-2,1,4,1,-1,2,2,4,1
1872,E00000021,5,-2,2,2,-2,2,4,1,-1,2,1,2,1
2598,E00000025,5,-2,6,1,-2,1,3,2,-1,2,5,2,2
4896,E00166757,5,-2,6,1,-2,1,3,1,-1,2,2,4,1
257,E00000005,5,-2,2,1,-2,1,3,1,-1,2,2,2,1
4309,E00000035,-2,-2,-1,-1,-2,0,6,3,-1,2,-1,-1,1
165,E00000003,5,-2,2,2,-2,2,6,4,-1,2,1,2,2
4273,E00000035,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
3247,E00000027,4,-2,6,2,-2,2,3,2,-1,2,1,6,1
3910,E00000031,5,-2,5,2,-2,4,3,2,-1,2,2,2,2
5430,E00166759,5,-2,3,5,-2,2,2,1,-1,2,1,6,1
4729,E00166756,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1
4748,E00166757,5,-2,2,1,-2,1,3,1,-1,1,1,3,2
5244,E00166758,5,-2,3,1,-2,1,3,1,-1,2,2,4,1
1866,E00000021,5,-2,2,1,-2,1,4,2,-1,2,2,2,1
5148,E00166758,5,-2,2,1,-2,1,3,1,-1,2,1,2,2
249,E00000005,5,-2,2,1,-2,1,2,1,-1,2,2,2,3
2512,E00000025,5,-2,2,1,-2,1,4,2,-1,2,2,2,2
4757,E00166757,5,-2,2,1,-2,1,3,1,-1,2,9,4,2
4802,E00166757,5,-2,3,1,-2,1,3,1,-1,2,1,2,1
131,E00000003,5,-2,2,2,-2,2,5,3,-1,2,1,2,1
5010,E00166757,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
563,E00000007,5,-2,6,1,-2,1,6,3,-1,2,1,4,1
2400,E00000024,-2,-2,-1,-1,-2,0,6,2,-1,2,-1,-1,1
942,E00000014,5,-2,2,1,-2,1,3,1,-1,2,6,2,1
3809,E00000030,5,-2,5,4,-2,3,4,2,-1,2,3,2,1
4469,E00166755,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
4175,E00000035,5,-2,6,1,-2,1,3,1,-1,2,2,2,1
4595,E00166756,5,-2,3,4,-2,2,1,1,-1,2,1,2,1
1458,E00000018,5,-2,2,1,-2,1,3,2,-1,2,1,2,3
4128,E00000035,5,-2,3,1,-2,1,4,2,-1,2,2,4,1
3519,E00000028,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1
3146,E00000027,5,-2,6,1,-2,1,1,1,-1,2,1,2,1
994,E00000014,5,-2,5,1,-2,1,2,1,-1,2,5,2,1
5007,E00166757,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
3075,E00000027,5,-2,2,2,-2,2,2,1,-1,2,1,2,1
869,E00000013,5,-2,6,1,-2,1,1,1,-1,2,2,2,1
4238,E00000035,5,-2,6,5,-2,4,6,4,-1,2,1,2,1
3704,E00000029,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
1249,E00000016,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
791,E00000012,5,-2,6,3,-2,2,3,1,-1,2,4,2,2
3154,E00000027,5,-2,6,1,-2,1,1,1,-1,2,1,4,1
4394,E00166755,4,-2,6,1,-2,1,3,2,-1,2,2,2,1
5200,E00166758,5,-2,2,1,-2,1,4,3,-1,2,2,2,2
5018,E00166757,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
2374,E00000024,5,-2,6,5,-2,3,5,4,-1,2,1,2,2
4525,E00166755,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
2609,E00000025,5,-2,6,3,-2,2,3,1,-1,2,2,2,1
1288,E00000017,5,-2,2,4,-2,2,5,3,-1,2,2,2,2
3738,E00000029,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
3567,E00000029,5,-2,3,1,-2,1,3,1,-1,2,4,2,3
4266,E00000035,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1
5429,E00166759,5,-2,3,1,-2,1,2,1,-1,2,2,2,2
4272,E00000035,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
1724,E00000020,5,-2,2,2,-2,3,4,3,-1,2,2,2,1
1805,E00000020,5,-2,6,3,-2,4,4,2,-1,2,1,4,1
1445,E00000018,4,-2,2,1,-2,1,3,1,-1,2,1,2,3
5196,E00166758,5,-2,2,1,-2,1,4,2,-1,2,1,2,2
4187,E00000035,5,-2,6,1,-2,1,3,2,-1,2,3,4,1
3607,E00000029,5,-2,5,1,-2,1,3,2,-1,2,4,6,1
3705,E00000029,-2,-2,-1,-1,-2,0,2,1,-1,1,-1,-1,1
2072,E00000022,5,-2,3,1,-2,1,4,3,-1,2,1,2,2
2274,E00000024,5,-2,3,2,-2,3,3,2,-1,2,4,2,1
2630,E00000025,5,-2,6,1,-2,1,4,1,-1,2,1,6,1
2472,E00000024,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
696,E00000012,5,-2,3,2,-2,2,3,1,-1,2,8,2,2
4504,E00166755,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
4474,E00166755,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1
3221,E00000027,5,-2,6,5,-2,2,2,1,-1,2,2,2,1
4869,E00166757,5,-2,6,2,-2,2,2,1,-1,2,3,2,1
2731,E00000025,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1
4250,E00000035,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1
3185,E00000027,5,-2,6,1,-2,1,2,1,-1,2,1,4,1
3595,E00000029,5,-2,5,1,-2,1,3,1,-1,2,5,2,1
4680,E00166756,5,-2,6,1,-2,1,3,2,-1,2,2,2,1
425,E00000005,5,-2,6,3,-2,2,3,1,-1,2,2,2,2
2903,E00000026,5,-2,6,1,-2,1,2,1,-1,2,9,3,1
2578,E00000025,5,-2,6,1,-2,1,2,1,-1,2,1,2,2
1590,E00000019,5,-2,2,2,-2,2,3,2,-1,2,1,2,1
1225,E00000016,5,-2,6,2,-2,3,2,1,-1,2,2,2,2
3385,E00000027,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
1886,E00000021,5,-2,3,1,-2,1,2,1,-1,2,2,2,1
1908,E00000021,5,-2,3,2,-2,2,3,2,-1,2,1,2,2
75,E00000001,5,-2,5,1,-2,1,5,3,-1,2,3,2,1
4695,E00166756,5,-2,6,1,-2,1,4,1,-1,2,1,2,1
4851,E00166757,5,-2,6,1,-2,1,2,1,-1,2,1,4,1
5383,E00166759,5,-2,2,4,-2,2,1,1,-1,2,3,3,2
2007,E00000021,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1
5248,E00166758,5,-2,3,2,-2,2,3,1,-1,2,2,2,1
1473,E00000018,4,-2,2,1,-2,1,4,2,-1,2,1,2,2
4317,E00000035,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
1936,E00000021,5,-2,5,1,-2,1,4,2,-1,2,1,2,1
3641,E00000029,5,-2,6,1,-2,1,2,1,-1,2,4,4,1
4182,E00000035,5,-2,6,1,-2,1,3,2,-1,2,1,2,1
602,E00000010,5,-2,3,1,-2,1,4,1,-1,2,1,2,1
12,E00000001,5,-2,2,1,-2,1,5,3,-1,2,1,2,1
1087,E00000016,5,-2,2,1,-2,1,3,1,-1,2,1,2,2
3945,E00000031,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
2334,E00000024,5,-2,6,2,-2,2,3,1,-1,2,7,4,1
2021,E00000021,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
1013,E00000014,5,-2,5,1,-2,1,3,1,-1,2,3,2,1
32,E00000001,5,-2,2,2,-2,2,5,3,-1,2,1,2,2
5364,E00166758,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
671,E00000012,5,-2,2,1,-2,1,2,1,-1,2,2,6,1
2767,E00000025,-2,-2,-1,-1,-2,0,5,3,-1,2,-1,-1,1
4058,E00000032,5,-2,5,2,-2,4,5,2,-1,2,1,2,3
4349,E00166755,5,-2,5,2,-2,2,3,1,-1,2,8,2,1
3833,E00000030,5,-2,5,3,-2,4,5,3,-1,2,3,2,1
3722,E00000029,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
2323,E00000024,5,-2,6,1,-2,1,3,1,-1,2,4,6,2
3303,E00000027,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
376,E00000005,5,-2,5,2,-2,2,3,1,-1,2,2,2,2
2676,E00000025,5,-2,6,5,-2,2,4,2,-1,2,1,8,1
2583,E00000025,5,-2,6,1,-2,1,3,1,-1,1,7,2,1
3209,E00000027,3,-2,6,3,-2,2,2,1,-1,2,5,2,1
3903,E00000031,5,-2,5,1,-2,1,3,2,-1,2,1,8,1
2319,E00000024,5,-2,6,1,-2,1,3,1,-1,2,1,2,1
889,E00000013,5,-2,6,2,-2,2,3,1,-1,2,9,2,2
4990,E00166757,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
1736,E00000020,5,-2,3,1,-2,1,3,2,-1,2,1,2,2
70,E00000001,5,-2,3,2,-2,4,6,3,-1,2,4,2,2
4473,E00166755,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1
5202,E00166758,5,-2,2,2,-2,2,4,1,-1,2,1,4,1
4498,E00166755,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
4936,E00166757,5,-2,6,3,-2,2,3,1,-1,2,2,4,1
4991,E00166757,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
4836,E00166757,5,-2,6,1,-2,1,2,1,-1,2,1,2,1
722,E00000012,5,-2,5,1,-2,1,3,1,-1,2,3,2,1
3509,E00000028,-2,-2,-1,-1,-2,0,3,1,-1,1,-1,-1,1
4873,E00166757,5,-2,6,3,-2,2,2,1,-1,2,4,2,1
2842,E00000026,5,-2,2,1,-2,1,4,2,-1,2,1,2,2
2979,E00000026,5,-2,6,5,-2,3,4,3,-1,2,2,2,1
1293,E00000017,5,-2,2,1,-2,1,6,3,-1,2,5,2,1
2108,E00000022,5,-2,5,1,-2,1,4,2,-1,2,7,6,1
3906,E00000031,5,-2,5,4,-2,2,3,2,-1,2,7,2,2
1852,E00000021,5,-2,2,2,-2,2,3,2,-1,2,1,6,1
197,E00000003,5,-2,3,2,-2,3,6,3,-1,2,1,2,2
3411,E00000028,5,-2,3,2,-2,2,4,2,-1,2,1,6,1
3597,E00000029,5,-2,5,1,-2,1,3,1,-1,2,6,2,1
5518,E00166759,5,-2,6,1,-2,1,4,2,-1,2,8,4,1
5314,E00166758,5,-2,6,2,-2,3,3,2,-1,2,1,4,1
2493,E00000025,5,-2,2,2,-2,2,1,1,-1,2,2,2,3
3902,E00000031,5,-2,5,1,-2,1,3,2,-1,2,7,7,2
1463,E00000018,5,-2,2,3,-2,2,3,1,-1,2,1,2,1
1308,E00000017,5,-2,2,2,-2,2,6,4,-1,2,1,6,1
3575,E00000029,5,-2,5,1,-2,1,1,1,-1,2,5,2,1
4578,E00166756,5,-2,2,1,-2,1,3,2,-1,2,1,6,1
2964,E00000026,5,-2,6,1,-2,1,4,2,-1,2,1,2,1
96,E00000001,5,-2,6,4,-2,3,6,3,-1,2,2,2,3
449,E00000005,5,-2,6,2,-2,3,4,2,-1,2,8,2,1
4551,E00166756,5,-2,2,1,-2,1,1,1,-1,2,1,2,1
2950,E00000026,5,-2,6,5,-2,2,3,1,-1,2,1,5,1
4641,E00166756,5,-2,6,1,-2,1,1,1,-1,2,2,4,1
1727,E00000020,5,-2,2,1,-2,1,6,1,-1,2,2,2,1
4003,E00000032,5,-2,5,2,-2,2,3,2,-1,2,5,4,1
4738,E00166756,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1
5249,E00166758,5,-2,3,2,-2,2,3,1,-1,2,2,2,1
4268,E00000035,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
2698,E00000025,5,-2,6,2,-2,2,6,1,-1,2,1,2,2
135,E00000003,5,-2,2,2,-2,3,5,3,-1,2,2,2,1
3301,E00000027,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
2978,E00000026,5,-2,6,5,-2,2,4,2,-1,2,9,2,2
3471,E00000028,5,-2,6,1,-2,1,3,1,-1,2,9,4,1
4363,E00166755,5,-2,6,1,-2,1,2,1,-1,2,9,3,1
2931,E00000026,5,-2,6,1,-2,1,3,1,-1,2,2,4,1
5141,E00166758,5,-2,2,1,-2,1,3,1,-1,2,2,2,1
1563,E00000018,-2,-2,-1,-1,-2,0,6,4,-1,2,-1,-1,1
2556,E00000025,5,-2,5,1,-2,1,5,3,-1,2,1,6,1
991,E00000014,5,-2,5,1,-2,1,2,1,-1,2,5,2,1
3571,E00000029,5,-2,3,1,-2,1,4,2,-1,2,2,4,1
3881,E00000031,5,-2,5,2,-2,2,1,1,-1,2,6,2,1
4594,E00166756,5,-2,3,1,-2,1,1,1,-1,2,2,6,2
1519,E00000018,5,-2,3,2,-2,4,5,3,-1,2,1,2,2
438,E00000005,5,-2,6,1,-2,1,4,1,-1,2,1,2,2
3431,E00000028,5,-2,6,1,-2,1,2,1,-1,1,5,6,1
1081,E00000016,5,-2,2,3,-2,2,2,1,-1,2,2,2,1
4786,E00166757,5,-2,2,2,-2,2,4,2,-1,2,2,2,2
1001,E00000014,5,-2,5,1,-2,1,2,1,-1,2,2,5,2
2028,E00000021,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
1979,E00000021,5,-2,6,1,-2,1,4,1,-1,1,9,2,1
3310,E00000027,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
819,E00000013,5,-2,2,1,-2,1,2,1,-1,2,1,2,2
3632,E00000029,5,-2,6,1,-2,1,2,1,-1,2,2,2,1
5053,E00166757,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
2930,E00000026,5,-2,6,1,-2,1,3,1,-1,2,1,4,1
4946,E00166757,5,-2,6,5,-2,2,3,2,-1,2,1,6,1
3959,E00000032,5,-2,5,3,-2,2,1,1,-1,2,7,2,1
4999,E00166757,-2,-2,-1,-1,-2,0,5,2,-1,2,-1,-1,1
4636,E00166756,5,-2,6,1,-2,1,1,1,-1,2,2,4,1
1612,E00000019,5,-2,3,1,-2,1,3,1,-1,2,2,2,2
4113,E00000035,5,-2,3,1,-2,1,3,1,-1,2,1,8,1
2856,E00000026,5,-2,3,2,-2,2,2,1,-1,2,2,2,1
1441,E00000018,5,-2,2,2,-2,2,2,1,-1,2,2,2,3
1026,E00000014,5,-2,6,1,-2,1,1,1,-1,1,3,4,1
417,E00000005,5,-2,6,1,-2,1,3,2,-1,2,3,2,1
4111,E00000035,5,-2,3,1,-2,1,3,1,-1,1,1,2,2
3168,E00000027,5,-2,6,1,-2,1,2,1,-1,2,1,2,1
160,E00000003,5,-2,2,3,-2,2,6,3,-1,2,2,2,2
2721,E00000025,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
3429,E00000028,5,-2,6,1,-2,1,2,1,-1,1,1,4,1
3765,E00000030,5,-2,5,1,-2,1,2,1,-1,2,3,2,1
973,E00000014,5,-2,5,1,-2,1,1,1,-1,2,2,4,1
1068,E00000016,5,-2,2,1,-2,1,2,1,-1,2,5,2,1
1130,E00000016,5,-2,2,1,-2,1,5,2,-1,1,2,2,1
789,E00000012,5,-2,6,2,-2,2,3,1,-1,2,1,4,2
5265,E00166758,5,-2,3,5,-2,3,3,2,-1,2,1,2,2
532,E00000007,5,-2,6,1,-2,1,3,2,-1,2,1,2,1
1615,E00000019,5,-2,3,1,-2,1,3,2,-1,2,2,2,1
278,E00000005,5,-2,2,2,-2,2,3,1,-1,2,1,2,1
3775,E00000030,5,-2,5,1,-2,1,2,1,-1,2,2,4,1
3654,E00000029,5,-2,6,1,-2,1,3,2,-1,2,8,6,2
371,E00000005,5,-2,5,1,-2,1,1,1,-1,2,1,2,1
4624,E00166756,5,-2,6,1,-2,1,1,1,-1,2,1,2,1
2770,E00000025,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1
2763,E00000025,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1
2170,E00000023,5,-2,3,2,-2,2,3,2,-1,2,2,2,2
5044,E00166757,-2,-2,-1,-1,-2,0,5,3,-1,2,-1,-1,1
1363,E00000017,5,-2,5,1,-2,1,4,3,-1,2,2,2,1
5381,E00166759,5,-2,2,3,-2,2,1,1,-1,2,8,5,1
3731,E00000029,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
4091,E00000035,5,-2,2,1,-2,1,2,1,-1,2,1,2,1
1091,E00000016,5,-2,2,1,-2,1,3,1,-1,2,2,2,3
5461,E00166759,5,-2,5,1,-2,1,3,1,-1,2,8,2,1
2545,E00000025,5,-2,3,1,-2,1,4,2,-1,2,2,2,2
5389,E00166759,5,-2,2,1,-2,1,2,1,-1,2,6,2,2
805,E00000013,5,-2,2,2,-2,2,1,1,-1,2,2,2,1
2101,E00000022,5,-2,5,1,-2,1,3,2,-1,2,2,6,2
4246,E00000035,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1
3866,E00000030,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1
2380,E00000024,5,-2,6,1,-2,1,6,4,-1,2,3,6,1
4247,E00000035,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
5005,E00166757,-2,-2,-1,-1,-2,0,3,1,-1,1,-1,-1,1
2090,E00000022,5,-2,3,1,-2,1,5,1,-1,2,2,2,1
1187,E00000016,5,-2,5,1,-2,1,4,2,-1,1,1,2,1
4103,E00000035,5,-2,2,1,-2,1,4,2,-1,2,1,4,2
3694,E00000029,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
3436,E00000028,5,-2,6,1,-2,1,2,1,-1,2,2,2,1
4820,E00166757,5,-2,3,2,-2,2,5,1,-1,2,1,4,1
4514,E00166755,-2,-2,-1,-1,-2,0,6,4,-1,2,-1,-1,1
1863,E00000021,5,-2,2,1,-2,1,4,1,-1,2,2,2,2
1324,E00000017,5,-2,3,1,-2,1,4,2,-1,2,1,2,2
2819,E00000025,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1
5066,E00166757,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
5450,E00166759,5,-2,5,1,-2,1,1,1,-1,2,3,2,1
1422,E00000017,-2,-2,-1,-1,-2,0,6,4,-1,2,-1,-1,1
3486,E00000028,5,-2,6,5,-2,2,3,2,-1,1,4,2,3
1666,E00000019,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
4330,E00166755,5,-2,2,1,-2,1,4,2,-1,2,1,2,1
5205,E00166758,5,-2,2,2,-2,2,4,2,-1,2,2,2,1
3407,E00000028,5,-2,3,1,-2,1,3,1,-1,2,1,2,1
1297,E00000017,5,-2,2,1,-2,1,6,4,-1,2,1,2,1
1381,E00000017,5,-2,6,1,-2,1,2,1,-1,2,1,2,2
566,E00000007,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
3606,E00000029,5,-2,5,1,-2,1,3,1,-1,2,7,7,1
4216,E00000035,5,-2,6,2,-2,2,4,2,-1,1,1,2,1
1981,E00000021,5,-2,6,1,-2,1,4,1,-1,2,2,2,1
1690,E00000020,5,-2,2,1,-2,1,3,1,-1,2,2,2,1
680,E00000012,5,-2,2,1,-2,1,4,2,-1,2,2,6,1
741,E00000012,5,-2,5,1,-2,1,3,1,-1,2,6,6,2
2370,E00000024,5,-2,6,1,-2,1,5,2,-1,2,2,4,1
4404,E00166755,5,-2,6,5,-2,2,3,1,-1,2,2,2,2
4761,E00166757,5,-2,2,1,-2,1,3,2,-1,2,9,2,1
2576,E00000025,5,-2,6,1,-2,1,2,1,-1,2,3,2,1
4445,E00166755,5,-2,6,5,-2,3,4,4,-1,2,2,2,1
77,E00000001,5,-2,5,2,-2,2,5,2,-1,2,2,2,1
803,E00000013,5,-2,2,1,-2,1,1,1,-1,2,2,2,1
4437,E00166755,5,-2,6,3,-2,2,4,2,-1,2,1,5,1
5502,E00166759,5,-2,6,1,-2,1,3,1,-1,2,2,4,1
